Kuu,Maakond,Pindala(m2),Arv,Pindala(m2) Kokku,Pindala(m2) Keskmine,Tehingu summa (eur) Kokku,Tehingu summa (eur) Minimaalne,Tehingu summa (eur) Maksimaalne,Pinnaühiku hind(eur /m2) Minimaalne,Pinnaühiku hind(eur /m2) Maksimaalne,Pinnaühiku hind(eur /m2) Mediaan,Pinnaühiku hind(eur /m2) Keskmine,Pinnaühiku hind(eur /m2) Standardhälve
2007-12-01,Lääne-Viru maakond,"30-40,99",7,254.2,36.31,144504,383,44738,9.71,1235.86,496.49,567.74,463.64
2007-12-01,Lääne-Viru maakond,"41-54,99",21,997.9,47.52,530096,639,69101,13.04,1303.8,476.73,529.2,345.51
2007-12-01,Lääne-Viru maakond,"55-69,99",7,438.6,62.66,231136,5113,50906,75.86,880.72,540.71,537.92,269.91
2007-12-01,Lääne-Viru maakond,"70-249,99",7,545.4,77.91,254624,1853,108650,23.79,1472.22,452.16,482.85,474.6
2007-12-01,Põlva maakond,"30-40,99",2,71.8,35.9,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Põlva maakond,"41-54,99",6,294.6,49.1,87687,4474,26012,83.16,561.82,275.81,301.63,202.16
2007-12-01,Põlva maakond,"55-69,99",2,135.1,67.55,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Põlva maakond,"70-249,99",1,78.2,78.2,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Pärnu maakond,"10-29,99",5,120.7,24.14,110567,12463,35151,574.32,1237.73,1018.51,922.23,302.01
2007-12-01,Pärnu maakond,"30-40,99",16,568.2,35.51,644357,15786,61036,446.08,1678.13,1176.52,1132.15,422.58
2007-12-01,Pärnu maakond,"41-54,99",25,1186.37,47.45,1127274,320,113763,5.82,2321.58,989.43,947.73,635.17
2007-12-01,Pärnu maakond,"55-69,99",21,1342.7,63.94,1050068,1278,102259,18.88,1638.76,904.01,795.9,524.2
2007-12-01,Pärnu maakond,"70-249,99",5,399.5,79.9,405008,15339,191735,212.45,2341.09,552.49,995.75,893.45
2007-12-01,Rapla maakond,"10-29,99",1,26.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Rapla maakond,"30-40,99",1,39.6,39.6,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Rapla maakond,"41-54,99",7,318.5,45.5,198701,6008,51768,131.75,1250.45,604.38,631.13,459.73
2007-12-01,Rapla maakond,"55-69,99",2,123.4,61.7,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Rapla maakond,"70-249,99",4,320.2,80.05,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Saare maakond,"30-40,99",2,71.9,35.95,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Saare maakond,"41-54,99",2,104.5,52.25,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Saare maakond,"55-69,99",7,450.1,64.3,302087,11000,95198,162.72,1619.02,651.53,693.15,489.77
2007-12-01,Saare maakond,"70-249,99",5,482.1,96.42,261399,15978,115041,166.44,926.26,651.36,544.96,356.73
2007-12-01,Tartu maakond,"10-29,99",15,335.6,22.37,444680,16408,57520,732.52,4292.57,1228.15,1408.06,832.96
2007-12-01,Tartu maakond,"30-40,99",26,885.4,34.05,968306,21410,54581,601.42,1582.76,1100.02,1092.16,237.93
2007-12-01,Tartu maakond,"41-54,99",54,2545,47.13,2477928,1278,97210,30.01,1820.4,1024.6,969.36,431.03
2007-12-01,Tartu maakond,"55-69,99",41,2565.4,62.57,2660678,959,115041,16.53,1803.15,1005.57,1035.68,348.57
2007-12-01,Tartu maakond,"70-249,99",23,2126.78,92.47,2076896,12782,185344,179.78,1368.56,1012.51,951.46,321.53
2007-12-01,Valga maakond,"10-29,99",2,37.6,18.8,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Valga maakond,"30-40,99",5,187.88,37.58,66979,11376,16617,288.74,441.94,345.91,358.83,61.11
2007-12-01,Valga maakond,"41-54,99",4,197.3,49.33,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Valga maakond,"55-69,99",5,310.8,62.16,123541,1150,40903,16.79,608.68,460.38,404.19,225.66
2007-12-01,Valga maakond,"70-249,99",4,348.4,87.1,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Viljandi maakond,"30-40,99",8,294.6,36.83,143226,1023,61994,26.09,1618.65,253.83,475.61,536.93
2007-12-01,Viljandi maakond,"41-54,99",9,419.8,46.64,204837,1917,41543,44.59,913.02,528.82,476.05,309.77
2007-12-01,Viljandi maakond,"55-69,99",9,562.9,62.54,304795,1598,116894,23.67,1840.86,512.93,540.8,560.44
2007-12-01,Viljandi maakond,"70-249,99",5,392.9,78.58,134055,7829,47934,89.37,638.27,326.5,350.91,261.21
2007-12-01,Võru maakond,"10-29,99",1,28.3,28.3,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Võru maakond,"30-40,99",4,139.7,34.93,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Võru maakond,"41-54,99",2,101.2,50.6,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,Võru maakond,"55-69,99",7,432.9,61.84,236473,383,69025,6.31,1060.29,605.73,537.58,370.42
2007-12-01,Võru maakond,"70-249,99",1,76.6,76.6,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Harju maakond,"10-29,99",77,1478.11,19.2,2129602,2237,85002,131.99,2982.54,1499.02,1453.84,493.97
2008-01-01,Harju maakond,"30-40,99",118,4098.65,34.73,5764212,3196,108650,97.72,3024.39,1407.05,1401.28,575.88
2008-01-01,Harju maakond,"41-54,99",194,9303.89,47.96,13453446,3387,172561,61.7,3476.91,1386.82,1445.11,550.72
2008-01-01,Harju maakond,"55-69,99",158,9948.62,62.97,13361075,5449,188539,93.15,2861.72,1325.36,1342.27,527.58
2008-01-01,Harju maakond,"70-249,99",116,11100.29,95.69,18687672,6702,818069,83.05,5724.77,1636.46,1652.93,821.11
2008-01-01,Hiiu maakond,"41-54,99",1,51,51,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Hiiu maakond,"55-69,99",1,57.3,57.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Hiiu maakond,"70-249,99",3,230.6,76.87,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Ida-Viru maakond,"10-29,99",27,706.35,26.16,262350,312,20452,11.57,1065.19,367.31,387.9,194.93
2008-01-01,Ida-Viru maakond,"30-40,99",85,3107.2,36.56,1086211,447,34512,11.84,903.46,304.34,350.79,177.72
2008-01-01,Ida-Viru maakond,"41-54,99",30,1444.4,48.15,672031,959,83085,19.85,1552.99,349.23,463.04,350.39
2008-01-01,Ida-Viru maakond,"55-69,99",24,1458.5,60.77,900605,4793,79953,81.24,1259.11,563.74,609.48,392.54
2008-01-01,Ida-Viru maakond,"70-249,99",20,1680.1,84.01,1065144,1278,153388,17.7,1273.56,637.2,606.35,354.34
2008-01-01,Jõgeva maakond,"10-29,99",3,69.8,23.27,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Jõgeva maakond,"41-54,99",5,232.1,46.42,30102,383,8309,9.09,171.73,168.87,127.4,69.98
2008-01-01,Jõgeva maakond,"55-69,99",2,132.7,66.35,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Jõgeva maakond,"70-249,99",3,257.7,85.9,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Järva maakond,"10-29,99",2,50.5,25.25,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Järva maakond,"30-40,99",2,70.9,35.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Järva maakond,"41-54,99",7,333.2,47.6,123413,1278,37069,23.33,751.9,395.51,365.77,302.65
2008-01-01,Järva maakond,"55-69,99",8,522.7,65.34,85769,320,31956,4.81,487.88,107.5,163.34,179.21
2008-01-01,Järva maakond,"70-249,99",5,390.4,78.08,90755,1598,47934,20.25,643.41,164.72,237.26,242.04
2008-01-01,Lääne maakond,"10-29,99",1,27.3,27.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Lääne maakond,"30-40,99",5,177.4,35.48,107611,7669,43460,194.65,1128.83,617.65,604.54,379.04
2008-01-01,Lääne maakond,"41-54,99",10,482.9,48.29,215766,1917,50810,39.61,1056.34,319.16,451.07,375.44
2008-01-01,Lääne maakond,"55-69,99",7,433.4,61.91,305274,30166,51129,492.11,908.94,770.02,708.59,168.72
2008-01-01,Lääne maakond,"70-249,99",1,86,86,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Lääne-Viru maakond,"10-29,99",7,187.6,26.8,88913,1917,32915,69.22,1242.06,395.44,477.15,428.45
2008-01-01,Lääne-Viru maakond,"30-40,99",11,388.4,35.31,208352,639,51129,17.37,1665.45,413.31,549.03,494.68
2008-01-01,Lääne-Viru maakond,"41-54,99",19,904.2,47.59,346101,1917,68641,40.71,1273.49,327.17,378.74,309.79
2008-01-01,Lääne-Viru maakond,"55-69,99",10,624,62.4,261310,1917,58607,33.33,1026.39,272.38,417.71,387.4
2008-01-01,Lääne-Viru maakond,"70-249,99",6,567,94.5,356328,25565,99723,325.25,1315.6,512.21,636.06,354.47
2008-01-01,Põlva maakond,"30-40,99",1,31.4,31.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Põlva maakond,"41-54,99",2,88.1,44.05,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Põlva maakond,"55-69,99",5,315.4,63.08,120665,511,40903,8.86,605.98,531.78,376.84,262.22
2008-01-01,Põlva maakond,"70-249,99",1,99.3,99.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Pärnu maakond,"10-29,99",5,115.5,23.1,117406,5560,37708,289.6,1366.23,1121.26,975.81,423.29
2008-01-01,Pärnu maakond,"30-40,99",18,674.8,37.49,603582,639,87559,16.02,2167.3,1089.3,896.15,587.82
2008-01-01,Pärnu maakond,"41-54,99",21,1002.3,47.73,1227423,2876,115041,60.04,2342.99,1359.82,1222.18,624.21
2008-01-01,Pärnu maakond,"55-69,99",19,1201.8,63.25,1402040,6391,280710,96.4,4171.03,843.28,1146.3,894.26
2008-01-01,Pärnu maakond,"70-249,99",12,942.4,78.53,673677,10226,111845,135.98,1387.1,646.29,718.97,480.15
2008-01-01,Rapla maakond,"30-40,99",1,33.1,33.1,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Rapla maakond,"41-54,99",12,560.3,46.69,202600,2237,41990,51.78,884,284.4,356.86,284.85
2008-01-01,Rapla maakond,"55-69,99",7,460.8,65.83,234236,18534,54325,276.63,815.69,509.93,509.86,220.12
2008-01-01,Rapla maakond,"70-249,99",3,223.6,74.53,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Saare maakond,"10-29,99",2,47.6,23.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Saare maakond,"30-40,99",2,78,39,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Saare maakond,"41-54,99",7,343.7,49.1,282695,11141,68060,203.68,1403.29,834.19,833.92,387.3
2008-01-01,Saare maakond,"55-69,99",2,130.7,65.35,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Saare maakond,"70-249,99",1,81.7,81.7,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Tartu maakond,"10-29,99",11,238.9,21.72,266512,12782,35151,913.02,1297.1,1109.41,1107.42,135.12
2008-01-01,Tartu maakond,"30-40,99",29,1006.5,34.71,1203286,20452,63912,542.49,1771,1191.75,1202.8,292.02
2008-01-01,Tartu maakond,"41-54,99",41,1968.01,48,2266403,6072,172561,142.86,3444.34,1097.47,1137.48,538.87
2008-01-01,Tartu maakond,"55-69,99",32,2016.3,63.01,1969697,13421,178953,222.95,2783.09,975.09,972.32,445.56
2008-01-01,Tartu maakond,"70-249,99",30,2678.3,89.28,2681307,30678,170964,423.14,1897.11,996.82,1010.25,361.62
2008-01-01,Valga maakond,"10-29,99",1,26.9,26.9,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Valga maakond,"30-40,99",6,212.2,35.37,54644,639,12782,20.1,352.13,298.94,249.97,127.72
2008-01-01,Valga maakond,"41-54,99",5,238.7,47.74,159779,959,127823,21.21,2380.32,145.25,608.32,1007.67
2008-01-01,Valga maakond,"55-69,99",6,370,61.67,121240,1087,38347,16.34,576.65,327.7,331.53,213.11
2008-01-01,Valga maakond,"70-249,99",2,157.5,78.75,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Viljandi maakond,"10-29,99",1,27.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Viljandi maakond,"30-40,99",4,143.4,35.85,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,Viljandi maakond,"41-54,99",15,702.2,46.81,259481,3196,38347,63.4,921.8,346.59,380.57,281.82
2008-01-01,Viljandi maakond,"55-69,99",7,442.1,63.16,280572,4154,79890,67.44,1280.37,796.28,635.02,520.95
2008-01-01,Viljandi maakond,"70-249,99",5,461,92.2,167129,5113,73498,63.2,652.74,335.79,342.33,270.69
2008-01-01,Võru maakond,"30-40,99",6,234.2,39.03,114853,12782,26843,317.97,697.22,452.33,491.2,178.69
2008-01-01,Võru maakond,"41-54,99",13,592,45.54,194449,511,40903,12.44,881.54,361.48,321.36,266.75
2008-01-01,Võru maakond,"55-69,99",9,556.8,61.87,268906,1917,51129,29.5,846.51,513.58,486.79,265.66
2008-01-01,Võru maakond,"70-249,99",5,377.6,75.52,198446,639,84683,8.73,1044.18,688.99,515,447.03
2008-01-01,Võru maakond,KÕIK KOKKU,NA,69483.72,52.76,75692307,312,818069,4.81,5724.77,1059.79,1051.47,687.01
2008-02-01,Harju maakond,"10-29,99",64,1296.75,20.26,1742410,0,121432,0,6708.96,1354.29,1346.96,866.07
2008-02-01,Harju maakond,"30-40,99",134,4730.18,35.3,6286057,3835,88984,107.05,2539.81,1349.74,1330.72,505.84
2008-02-01,Harju maakond,"41-54,99",237,11350,47.89,15832498,5662,230082,125.81,4502.58,1353.14,1393.97,522.06
2008-02-01,Harju maakond,"55-69,99",181,11458.3,63.31,15790459,9587,227162,157.68,3355.42,1305.1,1377.67,530.43
2008-02-01,Harju maakond,"70-249,99",158,14709.3,93.1,23203767,15120,415426,204.6,5173.42,1553.41,1600.32,668.13
2008-02-01,Hiiu maakond,"30-40,99",2,76.3,38.15,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Hiiu maakond,"41-54,99",2,84.7,42.35,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Hiiu maakond,"70-249,99",1,101.5,101.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Ida-Viru maakond,"10-29,99",13,334.15,25.7,199404,5113,23008,181.95,895.96,641.25,589.51,232.97
2008-02-01,Ida-Viru maakond,"30-40,99",51,1832.9,35.94,702667,892,41543,24.77,1128.92,302.42,380.5,286.47
2008-02-01,Ida-Viru maakond,"41-54,99",51,2433.3,47.71,982929,511,57201,10.7,1157.91,285.56,397.39,319.61
2008-02-01,Ida-Viru maakond,"55-69,99",33,2042.2,61.88,886985,320,68679,5.6,1150.41,279.18,436.41,363.07
2008-02-01,Ida-Viru maakond,"70-249,99",13,1168.1,89.85,875174,4442,166490,55.8,1307.85,768.56,697.17,429.85
2008-02-01,Jõgeva maakond,"10-29,99",1,27.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Jõgeva maakond,"30-40,99",3,110.5,36.83,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Jõgeva maakond,"41-54,99",8,373.9,46.74,112357,320,29399,7.33,543.43,308.2,289.18,204.97
2008-02-01,Jõgeva maakond,"55-69,99",10,641.5,64.15,237304,192,37069,2.98,574.71,369.54,366.84,164.92
2008-02-01,Jõgeva maakond,"70-249,99",1,77.4,77.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Järva maakond,"10-29,99",1,12.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Järva maakond,"30-40,99",6,206.9,34.48,83405,320,26843,8.64,704.54,429.7,404.62,243.52
2008-02-01,Järva maakond,"41-54,99",9,436.8,48.53,174159,6711,30358,122.46,601.68,472.07,411.04,178.41
2008-02-01,Järva maakond,"55-69,99",9,566.6,62.96,181945,1011,35791,14.91,614.96,261.06,331.23,213.43
2008-02-01,Järva maakond,"70-249,99",5,383.4,76.68,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Lääne maakond,"10-29,99",3,74.5,24.83,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Lääne maakond,"30-40,99",2,66.9,33.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Lääne maakond,"41-54,99",6,296.4,49.4,218258,13421,60716,269.51,1174.39,740.51,734.23,287.02
2008-02-01,Lääne maakond,"55-69,99",10,625.3,62.53,488924,10226,127823,150.6,1991.02,683.42,786.48,496.26
2008-02-01,Lääne maakond,"70-249,99",1,71.8,71.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Lääne-Viru maakond,"10-29,99",5,129.35,25.87,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Lääne-Viru maakond,"30-40,99",8,299,37.38,112289,3000,27482,75.19,766.13,368.1,388.69,286.23
2008-02-01,Lääne-Viru maakond,"41-54,99",14,660.65,47.19,309780,511,49212,10.83,1133.92,468.47,468.36,381.39
2008-02-01,Lääne-Viru maakond,"55-69,99",12,773.1,64.43,489785,573,99159,8.73,1622.9,550.81,640.22,459.55
2008-02-01,Lääne-Viru maakond,"70-249,99",4,305.4,76.35,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Põlva maakond,"10-29,99",7,192.5,27.5,85066,383,16617,13.94,604.26,534.53,442.34,211.15
2008-02-01,Põlva maakond,"41-54,99",5,246.9,49.38,93311,8948,29719,170.43,610.24,340.24,388.62,205.62
2008-02-01,Põlva maakond,"55-69,99",2,131.2,65.6,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Põlva maakond,"70-249,99",2,166.6,83.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Pärnu maakond,"10-29,99",8,170,21.25,151802,2760,37069,115.5,1468.61,825.11,829.55,466.63
2008-02-01,Pärnu maakond,"30-40,99",14,524.4,37.46,542106,3835,73498,95.39,2002.68,1028.73,1050.31,501.24
2008-02-01,Pärnu maakond,"41-54,99",29,1380.75,47.61,1076765,639,102273,11.92,2113.07,817.63,775.77,549.57
2008-02-01,Pärnu maakond,"55-69,99",20,1223.3,61.17,1187095,6391,99063,95.82,1690.5,972.62,979.13,414.48
2008-02-01,Pärnu maakond,"70-249,99",12,1037.4,86.45,946546,1278,253743,12.21,1889.38,848.57,850.59,509.4
2008-02-01,Rapla maakond,"10-29,99",1,28.2,28.2,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Rapla maakond,"30-40,99",6,206.8,34.47,100341,3835,41543,93.76,1314.64,351.24,512.82,428.8
2008-02-01,Rapla maakond,"41-54,99",12,579,48.25,270877,3196,51129,73.97,983.26,518.97,464.77,287.81
2008-02-01,Rapla maakond,"55-69,99",6,359.4,59.9,232638,10226,72220,169.02,1222,669.65,648.9,350.66
2008-02-01,Rapla maakond,"70-249,99",5,452.5,90.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Saare maakond,"10-29,99",2,44.4,22.2,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Saare maakond,"30-40,99",6,225,37.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Saare maakond,"41-54,99",12,572.1,47.68,457343,2876,73498,57.75,1368.69,837.61,797.31,312.07
2008-02-01,Saare maakond,"55-69,99",11,680.9,61.9,511544,3835,64870,64.23,1103.24,839.7,751.52,317.96
2008-02-01,Saare maakond,"70-249,99",10,832,83.2,613605,42182,120154,534.62,1074.72,734.84,723.69,148.65
2008-02-01,Tartu maakond,"10-29,99",20,499.55,24.98,508245,11504,42182,464.81,1528.32,1046.88,1018.05,290.3
2008-02-01,Tartu maakond,"30-40,99",24,825.9,34.41,945232,17576,55603,565.14,1621.08,1171.31,1148.39,228.97
2008-02-01,Tartu maakond,"41-54,99",47,2227.09,47.38,2362164,639,97037,14.93,1848.32,1076.77,1055,392.79
2008-02-01,Tartu maakond,"55-69,99",45,2778.9,61.75,2736489,14061,115041,223.54,1794.71,926.18,987.6,393.22
2008-02-01,Tartu maakond,"70-249,99",31,2745.8,88.57,2868003,28441,191735,392.29,1605.35,1056.81,1037.52,304.32
2008-02-01,Valga maakond,"30-40,99",1,36.6,36.6,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Valga maakond,"41-54,99",8,379.9,47.49,148620,5113,75441,106.74,1549.1,213.41,387.51,483.67
2008-02-01,Valga maakond,"55-69,99",6,397.3,66.22,244398,3196,104496,48.42,1521.04,485.14,607.06,514.22
2008-02-01,Valga maakond,"70-249,99",2,140.4,70.2,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Viljandi maakond,"10-29,99",1,28.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Viljandi maakond,"30-40,99",9,311.1,34.57,125586,639,30038,19.85,858.51,456.51,407.36,334.65
2008-02-01,Viljandi maakond,"41-54,99",8,359.5,44.94,121752,5113,39625,111.64,795.69,190.63,336.49,263.97
2008-02-01,Viljandi maakond,"55-69,99",12,773.2,64.43,345954,6391,51129,94.82,768.17,441.23,448.63,251.99
2008-02-01,Viljandi maakond,"70-249,99",4,331.3,82.83,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Võru maakond,"10-29,99",3,79.1,26.37,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Võru maakond,"30-40,99",5,168,33.6,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,Võru maakond,"41-54,99",7,337,48.14,175693,5752,47870,109.15,903.2,581.02,523.05,246.51
2008-02-01,Võru maakond,"55-69,99",7,437,62.43,219856,959,49851,16.73,819.92,533.41,491.05,295.88
2008-02-01,Võru maakond,KÕIK KOKKU,NA,79666.07,54.27,87640600,0,415426,0,6708.96,1081.11,1063.19,646.35
2008-03-01,Harju maakond,"10-29,99",70,1512.08,21.6,2125570,3196,91713,195.45,3869.76,1422.52,1378.64,707.29
2008-03-01,Harju maakond,"30-40,99",112,3931.58,35.1,5346195,6391,204006,173.2,6071.61,1373.03,1362.93,695.09
2008-03-01,Harju maakond,"41-54,99",236,11345.59,48.07,15784525,6391,301324,117.05,5685.36,1342.11,1388.05,617.17
2008-03-01,Harju maakond,"55-69,99",214,13286.2,62.09,17808396,1278,191735,20.42,3163.94,1330.84,1346.14,452.06
2008-03-01,Harju maakond,"70-249,99",181,17024.04,94.06,24950996,6391,607161,66.82,4742.95,1544.53,1485.21,687.46
2008-03-01,Hiiu maakond,"55-69,99",2,124.9,62.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Ida-Viru maakond,"10-29,99",12,328.2,27.35,108266,1278,22369,47.17,1040.42,252.61,344.12,310.6
2008-03-01,Ida-Viru maakond,"30-40,99",33,1200.6,36.38,606713,639,47934,20.04,1219.69,595.65,505.27,322.57
2008-03-01,Ida-Viru maakond,"41-54,99",38,1826,48.05,912587,383,51129,7.56,1113.93,561.82,497.51,321.37
2008-03-01,Ida-Viru maakond,"55-69,99",28,1756.3,62.73,793719,4474,63912,70.91,1004.9,419.73,452.28,259.92
2008-03-01,Ida-Viru maakond,"70-249,99",11,998.6,90.78,947807,2684,182148,32.58,1755.46,818.07,895.99,606.76
2008-03-01,Jõgeva maakond,"10-29,99",2,56.9,28.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Jõgeva maakond,"30-40,99",2,71.7,35.85,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Jõgeva maakond,"41-54,99",3,142.1,47.37,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Jõgeva maakond,"55-69,99",8,506.8,63.35,93439,959,31956,14.22,474.12,122.66,187.49,180.22
2008-03-01,Jõgeva maakond,"70-249,99",2,153.7,76.85,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Järva maakond,"10-29,99",1,27.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Järva maakond,"30-40,99",3,105.3,35.1,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Järva maakond,"41-54,99",11,494.6,44.96,204965,3196,31956,72,688.7,536.32,413.62,258.06
2008-03-01,Järva maakond,"55-69,99",4,273.3,68.33,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Järva maakond,"70-249,99",8,630.5,78.81,70622,1278,12782,16.2,159.18,136.41,112.23,52.64
2008-03-01,Lääne maakond,"10-29,99",1,27.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Lääne maakond,"30-40,99",3,106.7,35.57,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Lääne maakond,"41-54,99",6,281,46.83,225736,6711,51896,154.62,1083.43,846.62,794.68,339.95
2008-03-01,Lääne maakond,"55-69,99",4,238.8,59.7,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Lääne maakond,"70-249,99",1,93.7,93.7,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Lääne-Viru maakond,"10-29,99",7,168.5,24.07,73243,1278,36749,49.74,1317.18,353.1,423.05,422.68
2008-03-01,Lääne-Viru maakond,"30-40,99",21,744.7,35.46,293981,2231,40903,63.91,1258.57,197.48,393.25,363.99
2008-03-01,Lääne-Viru maakond,"41-54,99",26,1217,46.81,681803,2429,137410,56.48,3006.78,376.98,570.39,740.36
2008-03-01,Lääne-Viru maakond,"55-69,99",13,792.4,60.95,286228,1278,55143,22.08,954.03,167.09,354.1,352.29
2008-03-01,Lääne-Viru maakond,"70-249,99",5,436.8,87.36,198350,1598,100725,17.93,1257.49,140.37,499.32,571.9
2008-03-01,Põlva maakond,"10-29,99",1,20.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Põlva maakond,"30-40,99",2,74.2,37.1,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Põlva maakond,"41-54,99",7,344,49.14,122710,1917,38347,37.74,776.25,220.89,355.35,267.09
2008-03-01,Põlva maakond,"55-69,99",1,61.8,61.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Pärnu maakond,"10-29,99",5,135.55,27.11,110567,959,47934,32.94,1850.72,718.73,830.78,706.61
2008-03-01,Pärnu maakond,"30-40,99",18,655.2,36.4,579155,383,60077,11.02,1621.5,1001.16,875.18,548.67
2008-03-01,Pärnu maakond,"41-54,99",34,1633.13,48.03,1769929,1150,178953,21.46,4030.46,991.51,1091.22,698.42
2008-03-01,Pärnu maakond,"55-69,99",22,1397.6,63.53,1401732,1662,127823,25.06,2051.74,994.33,1003.78,479.5
2008-03-01,Pärnu maakond,"70-249,99",20,1757.1,87.86,1211765,4793,268429,63.91,2087.32,592.28,644.54,513.93
2008-03-01,Rapla maakond,"10-29,99",1,22.3,22.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Rapla maakond,"30-40,99",2,70.9,35.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Rapla maakond,"41-54,99",12,568.9,47.41,178889,959,39306,20.14,786.11,324.65,313.33,191.26
2008-03-01,Rapla maakond,"55-69,99",2,122.3,61.15,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Rapla maakond,"70-249,99",2,172.5,86.25,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,Saare maakond,"10-29,99",3,81.7,27.23,NA,NA,NA,NA,NA,NA,NA,NA
